PuzzleId,FEN,Moves,Rating,Themes_backRankMate,Themes_capturingDefender,Themes_discoveredAttack,Themes_fork,Themes_pin,Themes_promotion,Themes_skewer,Themes_smotheredMate,Themes_trappedPiece,Themes_zugzwang
CHgd7,rk5r/1b1p1p1p/pQ1b1p2/3q4/4R3/P4N2/1P3PPP/2R3K1 b - - 0 21,h8c8 c1c8 b8c8 e4e8,1518,False,False,False,False,True,False,False,False,False,False
CHs9k,rn2k1nr/pp3ppp/2p1p3/8/2qPP3/2B2Q2/PP3PPP/2KR3R b kq - 0 12,b7b5 b2b3 c4c3 f3c3,1508,False,False,False,False,False,False,False,False,True,False
CIUSS,2r2rk1/p2Q1pp1/4p2p/q2p1b2/2pP1b2/2P2N1P/PP1N1PP1/R1B2RK1 w - - 4 19,f3h4 c8c7 b2b4 a5a6 d7c7 f4c7,2279,False,False,False,False,False,False,False,False,True,False
CIv1U,8/3R4/7p/2K2p1P/4p3/3p1k2/8/8 w - - 2 59,c5c4 f3e2 c4c3 f5f4 c3d4 f4f3 d4e4 f3f2 d7d3 f2f1q,2652,False,False,False,False,False,True,False,False,False,False
CJ0TD,2b4r/ppq1kp2/2p2p2/2b1pPr1/2P1Q3/1P1RPBP1/P3N2P/3R2K1 w - - 3 25,g3g4 c8f5 e4f5 g5f5,1505,False,False,False,False,False,False,False,False,True,False
CJ8jA,2r1Q1k1/5ppp/p7/2bN2P1/8/1qp4P/1B3P2/4R1K1 b - - 0 26,c8e8 e1e8 c5f8 d5e7 g8h8 e8f8,1068,True,False,False,False,False,False,False,False,False,False
CJ9KP,4r1k1/p6p/6bQ/q2pp3/P7/1P3N2/5PP1/4R1K1 w - - 0 29,e1e5 e8e5 f3e5 a5e1 g1h2 e1e5,963,False,False,False,True,False,False,False,False,False,False
CJWD8,8/6k1/1P3p2/2K5/2B5/6pr/7p/7R w - - 0 57,c4d5 h3h5 c5c4 h5d5 c4d5 g3g2 h1h2 g2g1q,1635,False,False,False,False,False,True,False,False,False,False
CJgnS,r3r1k1/5pqp/p1pb3B/1p1n4/3PR1b1/2P3P1/PPB3Q1/RN4K1 b - - 4 23,g7g6 e4e8 a8e8 c2g6,1031,False,False,True,False,False,False,False,False,False,False
CJiLx,r1k5/1R3ppp/4p3/3pP2b/3BnPP1/b1P5/PR5P/6K1 w - - 1 29,b2b6 e4c5 b7e7 c8d8 g4h5 d8e7,2541,False,False,False,False,False,False,False,False,True,False
CJlDI,r1b4Q/2knn3/pq3rp1/1p2N1B1/8/1B6/PP3PPP/3R2K1 w - - 4 29,e5d7 b6f2 g1h1 f2f1 d1f1 f6f1,884,True,False,False,False,False,False,False,False,False,False
CKVAo,r3k1nr/pppn1ppp/3qp3/3pN3/3P1P2/2N5/PPP1QPPP/R3K2R b KQkq - 2 9,f7f6 e2h5 g7g6 e5g6 h7g6 h5h8,1415,False,False,False,False,True,False,False,False,False,False
CKdqR,2kr2r1/ppp1ppbp/5n2/3qBp2/2NP4/1P2P2P/P1Q2PP1/R4RK1 b - - 2 15,g7h6 c4b6 a7b6 c2c7,1556,False,False,True,False,False,False,False,False,False,False
CKr2r,2k5/1p4K1/1P3p2/P4P2/6P1/6r1/7p/3R4 w - - 2 57,g7f6 g3g1 d1g1 h2g1q,1314,False,False,False,False,False,True,False,False,False,False
CL6g2,r6k/1p4pp/5r2/p2QRb2/3R4/8/2q2PPP/6K1 b - - 0 25,f6c6 d5d8 a8d8 d4d8,1049,True,False,False,False,False,False,False,False,False,False
CL88j,r1b1r1k1/1ppn1pp1/p2b1n1p/7q/3QP2B/2N2P2/PPP1N1PP/1K1R1B1R w - - 4 18,h4f2 d6c5 d4d2 c5f2,1415,False,False,False,False,False,False,True,False,False,False
CLDiD,6k1/B4p2/1P6/2K3p1/2P4p/5P2/2r5/8 b - - 0 43,h4h3 b6b7 h3h2 b7b8q,952,False,False,False,False,False,True,False,False,False,False
CLI2r,5q1k/2p3pp/1pnp1p2/2r1pP1Q/4P3/4P3/2rB2RP/6RK b - - 0 35,c6d8 g2g7 f8g7 h5e8 g7f8 e8f8,1803,False,False,False,True,False,False,False,False,False,False
CLU46,r4rk1/1pp3p1/3b2n1/pP1Rpq1p/P7/2P1BNPP/4QP1K/5R2 w - - 2 25,f3d4 f5f7 d5d6 c7d6,2133,False,False,False,False,False,False,False,False,True,False
CMJjz,r4k2/p4pp1/1p2b3/2p3qp/P1P2n2/1Q3PN1/6PP/3RR1K1 w - - 0 25,d1d2 f4h3 g2h3 g5d2,1554,False,False,True,False,False,False,False,False,False,False
CMn5k,r2qR1k1/1pp2pbp/p4np1/P2b4/3B4/2P2N1P/1P3PP1/R2Q1BK1 b - - 0 21,d8e8 d4f6 g7f6 d1d5,1071,False,True,False,False,False,False,False,False,False,False
CNXJ5,rn3rk1/1pp2ppp/4p1b1/pP6/1n4P1/3P1PB1/1PPQN2P/qNKR1B1R w - - 1 16,d2c3 b4a2 c1d2 a2c3 b1c3 a1b2 d1b1 b2a3,1417,False,True,False,False,False,False,False,False,False,False
CNj2b,3r1rk1/1pp3b1/p2q3p/3P1np1/5p2/2NQ1B1P/PP3PP1/2R1R1K1 w - - 1 23,e1e6 d6e6 d5e6 d8d3,1265,False,False,True,False,False,False,False,False,False,False
CP2RC,2r3k1/p1r2Pbp/1p1p4/n1p5/P5Q1/2P1P1P1/1B1q1P2/R1R3K1 b - - 0 25,g8f7 g4f5 f7e7 c1c2 d2c2 f5c2,1998,False,False,False,False,False,False,False,False,True,False
CP8Rm,8/R6p/7k/5p2/3r1N2/3b2K1/5P2/8 b - - 1 50,d3e4 a7a6 h6g7 f4e6 g7f6 e6d4,1465,False,False,True,False,False,False,False,False,False,False
CPBdA,r4rk1/1ppbnppn/p2p1q1p/2b1p3/4P3/PBPPBNNP/1P3PP1/R2Q1RK1 b - - 8 13,c5a7 g3h5 f6g6 f3h4 a7e3 h4g6,1606,False,False,False,False,False,False,False,False,True,False
CQC4d,8/8/7p/3p2p1/pk1Pp1P1/4P2P/1PK2b2/5N2 w - - 10 50,c2d2 b4b3 d2c1 f2e1,2128,False,False,False,False,False,False,False,False,False,True
CQNXd,rn1qkbnr/pp3ppp/2p1p3/4Nb2/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQkq - 1 7,b8d7 e5f7 d8f6 f7h8,2028,False,False,False,False,False,False,False,False,True,False
CR6Tc,1rb2r2/p3kpp1/1pBRp2p/2p5/5P2/4P3/PP3PKP/3R4 b - - 3 21,f7f6 d6d7 c8d7 d1d7 e7e8 d7b7 e8d8 b7b8,1503,False,False,True,False,False,False,False,False,False,False
CRRaK,8/8/7p/1K4p1/1p4P1/2k4P/P7/8 w - - 3 38,b5a4 c3c4 a4a5 b4b3 a2b3 c4b3,1805,False,False,False,False,False,False,False,False,False,True
CRX9p,2r2rk1/pp2Rppp/3p4/3P4/2P5/1P3N1n/P2B2PP/R5qK w - - 6 24,a1g1 h3f2,875,False,False,False,False,False,False,False,True,False,False
CRrBT,r5k1/1b2bpp1/1n2pn1p/1p1pN3/1PpP1B2/2P1PN1P/q1BQ1PP1/5RK1 b - - 0 20,b6a4 c2h7 g8h7 d2a2,1330,False,False,True,False,False,False,False,False,False,False
CT560,8/6p1/1p2kp1p/p1p4P/P1P1KPP1/8/1P6/8 w - - 0 35,b2b3 f6f5 g4f5 e6f6 e4d5 f6f5,1879,False,False,False,False,False,False,False,False,False,True
CTN9h,4r1k1/pp4pp/4n3/3Q4/1P6/P6n/6PP/3RR1qK w - - 7 30,e1g1 h3f2,979,False,False,False,False,False,False,False,True,False,False
CThhg,k3q3/ppQ3p1/1n1P3b/8/8/7P/PPP5/1K3R2 w - - 5 34,f1f7 e8e1,734,True,False,False,False,False,False,False,False,False,False
CUUNM,8/3N3p/2p2p2/p1p3p1/2P5/PP2K2k/2P5/8 w - - 0 38,e3f3 g5g4 f3f2 h3h2 d7f6 g4g3 f2f3 h7h5 f6h5 g3g2 h5g3 g2g1q,2731,False,False,False,False,False,True,False,False,False,False
CUerU,r5rk/1bq4n/p4p1P/4pQ2/3PP3/2PB4/3B1P2/R3K2R w KQ - 1 27,e1e2 b7c8 f5f3 c8g4 f3g4 g8g4,1733,False,False,False,False,True,False,False,False,False,False
CUtt8,r1bq1rk1/ppp2ppp/1bn5/3p4/2BPn3/2N2N2/PP3PPP/R1BQR1K1 w - - 2 10,c4d5 e4c3 b2c3 d8d5,1334,False,True,False,False,False,False,False,False,False,False
CUvxJ,r4r1k/5pbp/8/3p1P2/2q1p2Q/1NP5/PP2n2P/R1B2R1K w - - 5 31,f5f6 e2g3 h2g3 c4f1,1150,False,False,True,False,False,False,False,False,False,False
CV77V,2kr3r/pp2bppp/2p5/4pP2/2P5/2N4n/PPQBN1PP/R5qK w - - 4 21,a1g1 h3f2,941,False,False,False,False,False,False,False,True,False,False
CVFMg,k4b1r/pp2qppp/2p5/5B2/5B2/5P2/PPP3PP/3RR1K1 b - - 0 16,e7f6 e1e8 f6d8 d1d8,1067,True,False,False,False,False,False,False,False,False,False
CVIbz,rn1qr1k1/pp3ppp/1bp1bn2/8/1P6/P2P2PP/1BPNNPB1/R2Q1RK1 w - - 3 15,d2c4 e6c4 d3c4 d8d1 f1d1 e8e2,1304,False,True,False,False,False,False,False,False,False,False
CVV37,1r3rk1/7p/p2p1ppQ/2nP4/8/5N2/q4PPP/2RR2K1 b - - 3 25,c5e4 c1c7 f8f7 c7f7 g8f7 h6h7,1470,False,True,False,False,False,False,False,False,False,False
CVmcT,3r2k1/1pp2ppp/8/5P2/6P1/4p1QP/rBq1N2R/1R2K3 w - - 4 29,g3e5 c2b1 e2c1 a2b2 e5b2 b1e4,2259,False,False,False,False,True,False,False,False,False,False
CVvIL,4r1Qk/r1p3pp/2R4N/5p2/3Pn2q/P7/1B3PPP/2R3K1 b - - 6 27,e8g8 h6f7,994,False,False,False,False,False,False,False,True,False,False
CVxCH,r6r/pp1k4/2p5/2b1nN2/4P3/2N3B1/PPP3P1/R4RK1 w - - 1 20,g3f2 e5f3 g2f3 a8g8 f5g3 g8g3,1766,False,False,False,False,True,False,False,False,False,False
CWbPE,5r1k/pp2q1pp/5r2/3p4/1P1Pp1Q1/2P4P/P4PP1/R4RK1 w - - 1 23,a2a3 f6g6 g4h5 g6g5 h5e2 f8f3,2430,False,False,False,False,True,False,False,False,False,False
CWuau,4rrQk/p3b1pp/7N/2pn1P2/1p6/1P2B1P1/Pq5P/3R1RK1 b - - 3 29,f8g8 h6f7,905,False,False,False,False,False,False,False,True,False,False
CXmmg,rnb1r1k1/ppp3pp/3p4/3P3n/1PPpN1Pq/P6P/1B2Q3/R2K1B1R b - - 0 16,h5g3 e4f6 h4f6 e2e8 f6f8 e8f8,1393,False,False,True,False,False,False,False,False,False,False
CXrWA,8/pp1b4/3kr3/8/PP1ppQ2/8/1K3P2/8 b - - 1 50,d6d5 f4f5 e6e5 f5d7,1208,False,False,False,False,False,False,True,False,False,False
CXujq,8/8/2K5/p1P5/6p1/7k/P7/8 w - - 0 48,c6b6 g4g3 c5c6 g3g2 b6b7 g2g1q,996,False,False,False,False,False,True,False,False,False,False
CZFbh,7q/4kp2/4p3/3p4/Pp6/1P2P3/5PPP/1Q4K1 w - - 0 32,b1c2 h8a1 c2b1 a1b1,803,True,False,False,False,False,False,False,False,False,False
CZTZ9,8/1b6/5kp1/P3n3/3R4/3p4/5KPP/8 b - - 8 40,b7a6 d4d6 f6e7 d6a6,984,False,False,False,True,False,False,False,False,False,False
CbA20,r4rk1/pb3ppp/1p2pn2/2b5/3q4/2NB3P/PPP2PPN/1R1Q1RK1 b - - 3 16,f6e4 d3e4 b7e4 d1d4 c5d4 c3e4,2075,False,True,False,False,False,False,False,False,False,False
CbCvj,rn2k2r/pp2nppp/2p5/3pP3/Nq2P2b/4BP1P/P3K2P/1R1Q1B1R b kq - 5 14,b4c4 e2d2 c4a2 b1b2 a2a3 e3c5 a3b2 a4b2,1701,False,False,False,False,False,False,False,False,True,False
CbGKM,r1b3k1/1p3ppp/pp1p1n2/3Q4/8/7P/PP3PP1/R1B1R1K1 b - - 0 17,f6d5 e1e8,450,True,False,False,False,False,False,False,False,False,False
CbJAI,5rk1/2q2pbp/6PQ/pp2p3/4P3/1B4R1/Pr3PP1/3R2K1 b - - 0 27,g7h6 g6f7 g8h8 g3g8 f8g8 f7g8q,1388,False,False,False,False,False,True,False,False,False,False
CbPge,r4rk1/p4qpp/3b4/1p1P1B2/3B1p2/2P5/P1P2P2/1K1R2R1 b - - 0 25,f7f5 g1g7 g8h8 d1h1 f8f6 d4f6 d6f8 g7g6 f5f6 g6f6,2572,False,False,False,False,True,False,False,False,False,False
CcNKa,2b2rQk/1p1n2pp/n4p1N/p3P3/2P5/5N2/P4qPP/K2R1B1R b - - 5 22,f8g8 h6f7,863,False,False,False,False,False,False,False,True,False,False
CcXG0,r3k2r/p3Bppp/2p5/3p4/8/5P1n/PPP3PP/RN1QR1qK w kq - 7 18,e1g1 h3f2,906,False,False,False,False,False,False,False,True,False,False
CcjLr,8/2R3p1/3Nbk1p/K3p3/4Pp2/5P1P/1r4P1/8 b - - 10 48,b2g2 d6e8 f6g5 c7g7 g5h4 g7g2,1274,False,False,False,False,False,False,True,False,False,False
CcsXL,1rb2rk1/3npNbp/pq1p2p1/1p6/1P1PPP2/1QP5/B2N2PP/R1B2nK1 b - - 0 16,f1d2 f7h6 g8h8 b3g8 f8g8 h6f7,1348,False,False,False,False,False,False,False,True,False,False
Ccspp,8/7p/7P/8/pppk1K2/8/PPP5/8 w - - 0 40,b2b3 a4a3 f4f5 d4c3 b3c4 c3c4 f5f6 c4c3 f6g7 c3c2 g7h7 b4b3 a2b3 a3a2 h7g8 a2a1q,2489,False,False,False,False,False,True,False,False,False,False
CcysP,1r2brk1/1pq3pp/nRp1p1p1/P3N3/3PP3/1Q5P/2R2PP1/6K1 b - - 7 35,c7e7 b6a6 b7a6 b3b8,1809,False,False,True,False,False,False,False,False,False,False
CdYyF,2k4r/ppp2pp1/2n4p/8/8/1R2PB1P/P1q2rP1/1Q1R2K1 b - - 1 18,h8d8 f3g4 f7f5 b1c2 f2c2 g4f5,2476,False,True,False,False,False,False,False,False,False,False
CdoyX,8/3k3p/2p2p2/2K1p3/1P2P1PP/8/8/8 b - - 0 39,h7h6 c5b6 d7d6 h4h5 d6d7 b6b7,2628,False,False,False,False,False,False,False,False,False,True
CeIRI,3r1k2/1p5p/pqb1B1p1/4Bp1n/1b1N2Q1/1P5P/P1R2PP1/6K1 w - - 1 26,g4h4 b4e7 h4h5 g6h5,2102,False,False,False,False,False,False,False,False,True,False
CeTzu,kQr3nr/pp3pq1/Nn2b3/4p2p/4P3/4BPP1/PPP1N1B1/R3K2R b KQ - 14 19,c8b8 a6c7,1059,False,False,False,False,False,False,False,True,False,False
Cea2A,r2q1rk1/4bpp1/p1p2nbp/3pN3/2pP1BP1/2N4P/PPP2P2/R2QR1K1 b - - 2 16,d8c8 e5g6 f7g6 e1e7,1049,False,False,True,False,False,False,False,False,False,False
CfFhG,8/5pk1/7p/8/6Pr/5K2/5P2/R7 b - - 1 42,f7f6 f3g3 h4g4 g3g4,1626,False,False,False,False,False,False,False,False,True,False
CfLjl,6B1/8/5p2/N2p2p1/1nkP2P1/5P2/1b2KB2/1n6 b - - 29 67,c4c3 f2e1 c3d4 e1b4,1205,False,False,False,False,False,False,True,False,False,False
CgBOK,8/3R2pk/7p/8/8/4q1P1/3p2PP/5R1K w - - 0 38,f1d1 e3e1 d1e1 d2e1q,947,True,False,False,False,False,False,False,False,False,False
ChERL,r1b4r/pp2bkpp/3p4/3Pp3/B3n3/2N1q3/PP2N1PP/2RQKR2 b - - 1 16,f7g8 c3e4 e3e4 c1c8 a8c8 a4d7 g7g6 d7c8,2600,False,False,True,False,False,False,False,False,False,False
CiTft,r4r1k/pp1b2pp/4p3/3p3Q/8/1PP3Pn/P2N2PP/R4RqK w - - 11 22,f1g1 h3f2,695,False,False,False,False,False,False,False,True,False,False
CjBSq,rq2kbr1/p3n2p/5Qp1/4p1B1/3p4/1P4P1/P1P2P1P/RN2KB1b b Qq - 2 16,e7d5 f6e6 d5e7 g5e7 f8e7 e6g8,1968,False,True,False,False,False,False,False,False,False,False
CjRPj,r4rk1/pp3ppp/5b2/3Q4/8/2P2PNn/PPB1p1PP/R3R1qK w - - 8 27,e1g1 h3f2,923,False,False,False,False,False,False,False,True,False,False
CjduL,8/p4pp1/1p1kp3/1P2b3/P1p3P1/2P1B3/3K1P2/8 b - - 0 34,f7f6 f2f4 d6d5 f4e5,1424,False,False,False,False,False,False,False,False,True,False
CjiW9,1brq1rk1/1b3ppp/p3p3/3p4/1PnP4/P3P1P1/1B2NPBP/1R1Q1RK1 w - - 0 21,e2c3 c4b2 b1b2 c8c3,1156,False,True,False,False,False,False,False,False,False,False
CkUgW,r1bqk2r/5pbp/1p2p1p1/p2pP3/3P1P2/7P/PP1NQ1PR/R1B2K2 w kq - 0 15,a2a4 c8a6 e2a6 a8a6,1157,False,False,False,False,True,False,False,False,False,False
ClEqn,r1b1k2r/pp2bppp/2pp1q1n/8/2P1Q3/3BP2P/PP3PP1/RNB1K2R w KQkq - 0 10,e1g1 c8f5 e4d4 f6d4 e3d4 f5d3,1697,False,True,False,False,False,False,False,False,False,False
ClFxB,1b6/p6k/6p1/2p3Pp/2P2pbP/P2PpN1B/4rPK1/2Q5 w - - 0 57,c1f1 e2f2 f1f2 e3f2 h3g4 h5g4,1613,False,False,False,True,False,False,False,False,False,False
ClNqI,8/R2r1pp1/3Np3/1p6/1P1k4/6P1/5PK1/8 b - - 0 42,d7a7 d6b5 d4c4 b5a7,820,False,False,False,True,False,False,False,False,False,False
ClYNt,r1bq2k1/5pp1/p1p3rp/1pPpB3/1P1P1PQb/P2BP3/6PP/R4RK1 w - - 7 25,g4f3 c8g4 f4f5 g4f3,1488,False,False,False,False,False,False,False,False,True,False
ClYj8,7k/2p3p1/5r1r/2P4q/8/3PQPR1/PP4K1/5R2 w - - 1 41,g2f2 h5h2 g3g2 h2h4 f2e2 f6e6,2448,False,False,False,False,True,False,False,False,False,False
Clk8t,8/8/6R1/1r2k1Pp/4p2P/4n1P1/3R3K/8 w - - 1 59,g6g8 e3f1 h2g2 f1d2,1126,False,False,False,True,False,False,False,False,False,False
CmDDG,1r1r3k/p5pp/2p1Q1b1/8/3P4/2P1R3/P2q2PP/5RK1 b - - 6 26,b8b2 e6e8 d8e8 e3e8 g6e8 f1f8,1143,True,False,False,False,False,False,False,False,False,False
CmFzK,2k3rr/1p1q4/p7/3p1n2/P1PPp2p/BB5P/5QP1/2R3K1 b - - 0 32,g8g3 f2f4 b7b6 c4d5 c8b7 d5d6 g3b3 f4e4 b7a7 c1c7 d7c7 d6c7,2786,False,False,True,False,False,False,False,False,False,False
CmqUY,6k1/2q2p1p/8/p4R2/3P1p2/2P2Q1P/Pr3P1K/R7 w - - 0 31,f3f4 b2f2 h2g3 f2f4 f5f4 c7c3 f4f3 c3a1,1331,False,False,False,False,True,False,False,False,False,False
CmuJY,r2q3r/ppp1k1pN/1bn1b3/3p4/3Pp3/1QP2N2/PP3PPP/R1B2RK1 b - - 0 12,e4f3 c1g5 e7d7 g5d8,1230,False,False,False,False,False,False,True,False,False,False
Cn3Iq,8/8/1k6/1pp1Kp2/1P3P1p/P6P/8/8 w - - 0 52,e5d5 c5c4 d5d4 b6c6 d4c3 c6d5,1483,False,False,False,False,False,False,False,False,False,True
CnF5w,r1bq2kr/ppp1bNpp/2n1P3/3p4/3p2Q1/8/PPP2PPP/RNB1K2R b KQ - 2 10,d8f8 f7h6,1228,False,False,False,False,True,False,False,False,False,False
CndOV,r1b3k1/pp2n1pp/2p5/4p3/4P3/2P3Pn/PPQNN1BP/R5qK w - - 13 21,a1g1 h3f2,906,False,False,False,False,False,False,False,True,False,False
Coea0,r1bq1rk1/ppp4p/3p1npb/3Ppn2/2P5/5N1P/PPBB1PP1/RN1Q1RK1 b - - 4 12,d8e7 c2f5 g6f5 d2h6,1678,False,True,False,False,False,False,False,False,False,False
Cp01v,2b5/1p6/p2k4/P2p2P1/1P2p3/8/7P/5BK1 b - - 0 35,d6e6 f1h3 e6d6 h3c8,1187,False,False,False,False,False,False,True,False,False,False
CpmXS,8/8/3k4/4pK2/6P1/8/8/8 b - - 3 63,d6e7 f5e5 e7f7 e5f5 f7g7 f5g5,1672,False,False,False,False,False,False,False,False,False,True
CqHuI,2r5/pp2nkpp/5p2/1B2p3/P2b4/R6P/1PbP1PP1/2B1K2R w K - 2 17,a4a5 c2d3 a3d3 c8c1 e1e2 c1h1,2033,False,False,True,False,False,False,False,False,False,False
CqjQm,br3r1k/5Nbp/1qp1Q1p1/p3P3/1p3P2/6P1/PPP4P/R3RK2 b - - 2 26,h8g8 f7h6 g8h8 e6g8 f8g8 h6f7,1355,False,False,False,False,False,False,False,True,False,False
Cs4Z0,r3r1Qk/p1qb2bp/2p3pN/5p1n/P2P4/6P1/1P4BP/R1B1R1K1 b - - 8 23,e8g8 h6f7,1056,False,False,False,False,False,False,False,True,False,False
CsK0n,7B/8/6K1/8/2kP4/p7/8/8 w - - 0 47,g6f5 c4d5 h8f6 a3a2 f6e5 a2a1q,1683,False,False,False,False,False,True,False,False,False,False
Csjbs,4r3/1P5k/8/p3B2p/P7/2Pp1pP1/5K2/8 b - - 2 48,e8e5 b7b8q e5e2 f2f3,882,False,False,False,False,False,True,False,False,False,False
Ct0sa,3R4/2p2p2/5k2/p2P4/1r6/1R6/1p3PK1/8 w - - 2 43,b3b4 a5b4 d5d6 c7c5 d8e8 b2b1q,2690,False,False,False,False,False,True,False,False,False,False
CtNKq,4r1k1/p2r1p1p/1p3bp1/2qn2Q1/P1pNP3/2P2B1P/1P3PP1/1R3RK1 w - - 5 25,g5h6 d5c3 b2c3 f6g5 h6g5 c5g5,2189,False,False,False,False,False,False,False,False,True,False
Cttn7,2r2rk1/1p2nppp/p2bpq2/3pN3/3P4/2PBQ1P1/PP3P1P/1R2R1K1 b - - 7 26,f8d8 e5g4 f6g6 d3g6,1596,False,False,False,False,False,False,False,False,True,False
Culg5,8/1p6/2k1p1p1/1p1p1pPp/3P1P1P/PPK5/8/8 b - - 2 39,c6b6 c3b4 b6c6 b4a5 b7b6 a5b4 e6e5 d4e5 d5d4 a3a4 b5a4 b3a4,2243,False,False,False,False,False,False,False,False,False,True
Cv1QG,1k4r1/pp2Q3/2p5/8/1P1PP3/P4qp1/5P2/2R1RK2 w - - 0 39,e7d6 b8a8 c1c2 g8h8 d6g3 h8h1 g3g1 f3d3,2639,False,False,False,False,True,False,False,False,False,False
Cv9dp,7k/p1pn2pp/8/8/3R4/2p3PP/P1P2qQK/8 b - - 11 32,f2d4 g2a8 d7b8 a8b8 d4d8 b8d8,637,True,False,False,False,False,False,False,False,False,False
Cvrlm,3rn1k1/2pbR1p1/2p2pBp/1p1p3P/1P6/P4P2/1BP2KP1/8 b - - 3 28,g8f8 e7f7 f8g8 f7d7 d8d7 g6e8,1750,False,True,False,False,False,False,False,False,False,False
CwPsS,2krr3/1ppq1ppp/p2b4/n2p1b2/3P4/PQN2N1P/1PP1BPP1/2KR3R w - - 2 16,b3d5 d6f4 c1b1 d7d5,1209,False,False,True,False,False,False,False,False,False,False
Cx7tO,5rk1/p6p/1ppq2p1/8/2PBQ1P1/7n/PP3b2/4RR1K w - - 0 29,d4f2 h3f2 f1f2 f8f2 e4e6 d6e6,1803,False,False,False,True,False,False,False,False,False,False
CxcpK,R7/5k2/2p4p/4N1p1/2P5/1PB4P/2n1r1PK/5r2 b - - 6 35,f7e6 a8e8 e6f5 e8f8 f5e4 f8f1,1168,False,False,False,False,False,False,True,False,False,False
CxwSy,rn1qkb1r/1P3pp1/2bp4/p3p2p/Q7/3B3P/PP3P1R/R1B1K1N1 b Qkq - 0 15,c6a4 b7a8q a4c6 a8a7,1631,False,False,False,False,False,True,False,False,False,False
Cy1Xn,r2qr1k1/ppp2ppp/2nb1n2/3p3b/3P1B2/2PB1P2/PP1NN1PP/R2Q1RK1 w - - 1 11,f1e1 e8e2 e1e2 d6f4,1564,False,True,False,False,False,False,False,False,False,False
CyW2e,7k/5rpp/3p1r2/2b1pP2/1p2P2Q/3qP2P/6R1/2B3RK b - - 5 43,d6d5 g2g7 f7g7 h4f6 d3e4 h1h2 e4f4 e3f4,1988,False,True,False,False,False,False,False,False,False,False
CyjEe,3q1r1k/pp2R1bp/3P2p1/2nB4/3n3Q/2r3B1/P4PPP/R5K1 b - - 6 23,d4f5 g3e5 c3d3 e5g7 f5g7 h4h6 f8g8 d5g8,2437,False,False,False,True,False,False,False,False,False,False
CymbM,kr6/pp3p2/Nr2p1pp/1q1pPn2/3P1P2/RQP5/3B2PP/R5K1 b - - 0 25,b5b3 a6c7,723,False,False,False,False,False,False,False,True,False,False
Cz5w9,5rk1/ppp3p1/2n1bn1p/3pp2q/4P3/P2PPRQP/1PPN2P1/5RK1 b - - 1 20,d5d4 f3f6 f8f6 f1f6 d4e3 d2f3,1899,False,False,False,False,True,False,False,False,False,False
CzgRX,r3k1nr/pp3p2/2Npbqpp/1Q6/4P3/4b3/PPP2PPP/RN3RK1 b kq - 1 14,e3b6 c6a7 e6d7 b5b6,2071,False,False,True,False,False,False,False,False,False,False
CzhrW,r1b3k1/ppp2ppp/3p1q2/1Q6/2nBrP2/8/PP4PP/4RR1K b - - 1 17,f6d4 b5e8 e4e8 e1e8,909,True,False,False,False,False,False,False,False,False,False
D06IP,8/2r1q3/Qp1p1bk1/2rPp1p1/N1P1PpPn/2N2P1R/5K2/1R6 w - - 7 57,a4b6 c7a7 b6c8 a7a6 c8e7 f6e7,1404,False,False,False,False,False,False,False,False,True,False
D0vCV,r3r1k1/pppn1pp1/7p/1B1p4/3P2b1/2P2NPn/PP4PP/RN1QR1qK w - - 11 18,e1g1 h3f2,941,False,False,False,False,False,False,False,True,False,False
D0veR,r3r1k1/3n1pp1/p3p2p/1p1n3q/1b1P4/P1NQ2B1/1PB2PP1/2R1RK2 b - - 0 24,b4c3 d3h7 g8f8 g3d6 e8e7 h7h8,1535,False,False,False,False,True,False,False,False,False,False
D1KoZ,2k1r1r1/1p4pp/p3p3/P2pq3/3N1nPP/2Q5/1PPK1P2/R6R b - - 3 22,c8b8 d4c6 b7c6 c3e5,1045,False,False,True,False,False,False,False,False,False,False
D1S5q,r4rk1/1bp2p1p/1p4pQ/p2Pp1P1/4P3/1P5n/PB4PP/R5qK w - - 2 27,a1g1 h3f2,950,False,False,False,False,False,False,False,True,False,False
D2Qad,rn2r1k1/pb1q1pbp/1p4p1/3n2B1/7P/1N4P1/P3PPBK/1R1Q1R2 b - - 5 17,f7f6 b3c5 b6c5 b1b7,2091,False,False,True,False,False,False,False,False,False,False
D2Uhi,r1b2R2/p6p/2pp2p1/4b1B1/k7/8/5PPP/2RK4 w - - 0 26,c1c6 c8g4 f2f3 a8f8,1671,False,False,True,False,False,False,False,False,False,False
D3Jvo,1rq2rk1/5p1p/5bp1/p2N3R/8/1P1Q4/P1P2PPP/R5K1 b - - 1 21,f6a1 d5e7 g8g7 e7c8,1474,False,False,False,True,False,False,False,False,False,False
D3gAk,rnbq1rk1/pp3ppB/4p3/2bpP3/6nP/2N2N2/PPP2PP1/R1BQK2R b KQ - 0 10,g8h7 f3g5 h7g8 d1g4,1149,False,False,True,False,False,False,False,False,False,False
D3qTI,8/4R3/r7/2p3p1/2kb1pB1/5K1P/8/8 b - - 1 48,a6a2 g4e6 c4c3 e6a2,993,False,False,False,False,False,False,True,False,False,False
D4Emo,8/1p3pp1/p2p3p/P1pPk3/2P3PP/4PK2/1P6/8 b - - 0 35,f7f6 h4h5 f6f5 g4f5,1902,False,False,False,False,False,False,False,False,False,True
